"","X","Date.x","Species","sex","standard_length","fork_length","total_length","Condition","year","Date.y","intensity_mean","intensity_max","intensity_cumulative"
"789",977,"2013-06-13","Nurse shark","M",123,NA,165,"E",2013,"2013-05-16",1.4673,1.6053,7.3363
"790",978,"2013-06-13","Nurse shark","M",123,NA,165,"E",2013,"2013-07-17",2.1737,2.4643,21.7373
"791",979,"2013-06-14","Nurse shark","M",105,NA,150,"E",2013,"2013-05-16",1.4673,1.6053,7.3363
"792",980,"2013-06-14","Nurse shark","M",105,NA,150,"E",2013,"2013-07-17",2.1737,2.4643,21.7373
"793",981,"2013-06-14","Nurse shark","M",111,NA,160,"E",2013,"2013-05-16",1.4673,1.6053,7.3363
"794",982,"2013-06-14","Nurse shark","M",111,NA,160,"E",2013,"2013-07-17",2.1737,2.4643,21.7373
"795",983,"2013-06-15","Nurse shark","F",160,NA,210,"E",2013,"2013-05-16",1.4673,1.6053,7.3363
"796",984,"2013-06-15","Nurse shark","F",160,NA,210,"E",2013,"2013-07-17",2.1737,2.4643,21.7373
"797",985,"2013-06-15","Nurse shark","F",200,NA,230,"E",2013,"2013-05-16",1.4673,1.6053,7.3363
"798",986,"2013-06-15","Nurse shark","F",200,NA,230,"E",2013,"2013-07-17",2.1737,2.4643,21.7373
"799",987,"2013-06-15","Nurse shark","F",170,NA,228,"E",2013,"2013-05-16",1.4673,1.6053,7.3363
"800",988,"2013-06-15","Nurse shark","F",170,NA,228,"E",2013,"2013-07-17",2.1737,2.4643,21.7373
"801",989,"2013-06-16","Nurse shark","M",150,NA,200,"E",2013,"2013-05-16",1.4673,1.6053,7.3363
"802",990,"2013-06-16","Nurse shark","M",150,NA,200,"E",2013,"2013-07-17",2.1737,2.4643,21.7373
"803",991,"2014-05-29","Nurse shark","M",98,NA,142,"E",2014,"2014-05-01",1.3709,1.6428,9.5964
"804",992,"2014-05-29","Nurse shark","M",98,NA,142,"E",2014,"2014-07-05",2.2189,3.8736,130.9127
"805",993,"2014-05-29","Nurse shark","M",98,NA,142,"E",2014,"2014-08-03",2.3834,2.7431,23.8337
"806",994,"2014-05-29","Nurse shark","M",98,NA,142,"E",2014,"2014-08-27",2.868,3.9655,43.0205
"807",995,"2014-05-29","Nurse shark","M",98,NA,142,"E",2014,"2014-09-13",2.5214,4.4081,769.0157
"808",996,"2014-05-29","Nurse shark","F",11,NA,171.5,"E",2014,"2014-05-01",1.3709,1.6428,9.5964
"809",997,"2014-05-29","Nurse shark","F",11,NA,171.5,"E",2014,"2014-07-05",2.2189,3.8736,130.9127
"810",998,"2014-05-29","Nurse shark","F",11,NA,171.5,"E",2014,"2014-08-03",2.3834,2.7431,23.8337
"811",999,"2014-05-29","Nurse shark","F",11,NA,171.5,"E",2014,"2014-08-27",2.868,3.9655,43.0205
"812",1000,"2014-05-29","Nurse shark","F",11,NA,171.5,"E",2014,"2014-09-13",2.5214,4.4081,769.0157
"813",1001,"2014-05-30","Nurse shark","F",64,NA,95,"E",2014,"2014-05-01",1.3709,1.6428,9.5964
"814",1002,"2014-05-30","Nurse shark","F",64,NA,95,"E",2014,"2014-07-05",2.2189,3.8736,130.9127
"815",1003,"2014-05-30","Nurse shark","F",64,NA,95,"E",2014,"2014-08-03",2.3834,2.7431,23.8337
"816",1004,"2014-05-30","Nurse shark","F",64,NA,95,"E",2014,"2014-08-27",2.868,3.9655,43.0205
"817",1005,"2014-05-30","Nurse shark","F",64,NA,95,"E",2014,"2014-09-13",2.5214,4.4081,769.0157
"818",1006,"2014-05-30","Nurse shark","M",101,NA,155,"E",2014,"2014-05-01",1.3709,1.6428,9.5964
"819",1007,"2014-05-30","Nurse shark","M",101,NA,155,"E",2014,"2014-07-05",2.2189,3.8736,130.9127
"820",1008,"2014-05-30","Nurse shark","M",101,NA,155,"E",2014,"2014-08-03",2.3834,2.7431,23.8337
"821",1009,"2014-05-30","Nurse shark","M",101,NA,155,"E",2014,"2014-08-27",2.868,3.9655,43.0205
"822",1010,"2014-05-30","Nurse shark","M",101,NA,155,"E",2014,"2014-09-13",2.5214,4.4081,769.0157
"823",1011,"2014-05-30","Nurse shark","M",113,NA,166,"E",2014,"2014-05-01",1.3709,1.6428,9.5964
"824",1012,"2014-05-30","Nurse shark","M",113,NA,166,"E",2014,"2014-07-05",2.2189,3.8736,130.9127
"825",1013,"2014-05-30","Nurse shark","M",113,NA,166,"E",2014,"2014-08-03",2.3834,2.7431,23.8337
"826",1014,"2014-05-30","Nurse shark","M",113,NA,166,"E",2014,"2014-08-27",2.868,3.9655,43.0205
"827",1015,"2014-05-30","Nurse shark","M",113,NA,166,"E",2014,"2014-09-13",2.5214,4.4081,769.0157
"828",1016,"2014-06-07","Nurse shark","M",100,NA,145,"E",2014,"2014-05-01",1.3709,1.6428,9.5964
"829",1017,"2014-06-07","Nurse shark","M",100,NA,145,"E",2014,"2014-07-05",2.2189,3.8736,130.9127
"830",1018,"2014-06-07","Nurse shark","M",100,NA,145,"E",2014,"2014-08-03",2.3834,2.7431,23.8337
"831",1019,"2014-06-07","Nurse shark","M",100,NA,145,"E",2014,"2014-08-27",2.868,3.9655,43.0205
"832",1020,"2014-06-07","Nurse shark","M",100,NA,145,"E",2014,"2014-09-13",2.5214,4.4081,769.0157
"833",1021,"2014-06-07","Nurse shark","M",110,NA,165,"E",2014,"2014-05-01",1.3709,1.6428,9.5964
"834",1022,"2014-06-07","Nurse shark","M",110,NA,165,"E",2014,"2014-07-05",2.2189,3.8736,130.9127
"835",1023,"2014-06-07","Nurse shark","M",110,NA,165,"E",2014,"2014-08-03",2.3834,2.7431,23.8337
"836",1024,"2014-06-07","Nurse shark","M",110,NA,165,"E",2014,"2014-08-27",2.868,3.9655,43.0205
"837",1025,"2014-06-07","Nurse shark","M",110,NA,165,"E",2014,"2014-09-13",2.5214,4.4081,769.0157
"838",1026,"2014-06-07","Nurse shark","F",103,NA,146,"E",2014,"2014-05-01",1.3709,1.6428,9.5964
"839",1027,"2014-06-07","Nurse shark","F",103,NA,146,"E",2014,"2014-07-05",2.2189,3.8736,130.9127
"840",1028,"2014-06-07","Nurse shark","F",103,NA,146,"E",2014,"2014-08-03",2.3834,2.7431,23.8337
"841",1029,"2014-06-07","Nurse shark","F",103,NA,146,"E",2014,"2014-08-27",2.868,3.9655,43.0205
"842",1030,"2014-06-07","Nurse shark","F",103,NA,146,"E",2014,"2014-09-13",2.5214,4.4081,769.0157
"843",1031,"2014-06-07","Nurse shark","M",109,NA,158,"E",2014,"2014-05-01",1.3709,1.6428,9.5964
"844",1032,"2014-06-07","Nurse shark","M",109,NA,158,"E",2014,"2014-07-05",2.2189,3.8736,130.9127
"845",1033,"2014-06-07","Nurse shark","M",109,NA,158,"E",2014,"2014-08-03",2.3834,2.7431,23.8337
"846",1034,"2014-06-07","Nurse shark","M",109,NA,158,"E",2014,"2014-08-27",2.868,3.9655,43.0205
"847",1035,"2014-06-07","Nurse shark","M",109,NA,158,"E",2014,"2014-09-13",2.5214,4.4081,769.0157
"848",1036,"2014-06-08","Nurse shark","F",150,NA,216,"E",2014,"2014-05-01",1.3709,1.6428,9.5964
"849",1037,"2014-06-08","Nurse shark","F",150,NA,216,"E",2014,"2014-07-05",2.2189,3.8736,130.9127
"850",1038,"2014-06-08","Nurse shark","F",150,NA,216,"E",2014,"2014-08-03",2.3834,2.7431,23.8337
"851",1039,"2014-06-08","Nurse shark","F",150,NA,216,"E",2014,"2014-08-27",2.868,3.9655,43.0205
"852",1040,"2014-06-08","Nurse shark","F",150,NA,216,"E",2014,"2014-09-13",2.5214,4.4081,769.0157
"853",1041,"2014-06-08","Nurse shark","F",110,NA,210,"E",2014,"2014-05-01",1.3709,1.6428,9.5964
"854",1042,"2014-06-08","Nurse shark","F",110,NA,210,"E",2014,"2014-07-05",2.2189,3.8736,130.9127
"855",1043,"2014-06-08","Nurse shark","F",110,NA,210,"E",2014,"2014-08-03",2.3834,2.7431,23.8337
"856",1044,"2014-06-08","Nurse shark","F",110,NA,210,"E",2014,"2014-08-27",2.868,3.9655,43.0205
"857",1045,"2014-06-08","Nurse shark","F",110,NA,210,"E",2014,"2014-09-13",2.5214,4.4081,769.0157
"858",1046,"2014-06-23","Nurse shark","M",154,NA,228,"E",2014,"2014-05-01",1.3709,1.6428,9.5964
"859",1047,"2014-06-23","Nurse shark","M",154,NA,228,"E",2014,"2014-07-05",2.2189,3.8736,130.9127
"860",1048,"2014-06-23","Nurse shark","M",154,NA,228,"E",2014,"2014-08-03",2.3834,2.7431,23.8337
"861",1049,"2014-06-23","Nurse shark","M",154,NA,228,"E",2014,"2014-08-27",2.868,3.9655,43.0205
"862",1050,"2014-06-23","Nurse shark","M",154,NA,228,"E",2014,"2014-09-13",2.5214,4.4081,769.0157
"863",1051,"2014-06-23","Nurse shark","M",145,NA,212,"E",2014,"2014-05-01",1.3709,1.6428,9.5964
"864",1052,"2014-06-23","Nurse shark","M",145,NA,212,"E",2014,"2014-07-05",2.2189,3.8736,130.9127
"865",1053,"2014-06-23","Nurse shark","M",145,NA,212,"E",2014,"2014-08-03",2.3834,2.7431,23.8337
"866",1054,"2014-06-23","Nurse shark","M",145,NA,212,"E",2014,"2014-08-27",2.868,3.9655,43.0205
"867",1055,"2014-06-23","Nurse shark","M",145,NA,212,"E",2014,"2014-09-13",2.5214,4.4081,769.0157
"868",1056,"2014-06-23","Nurse shark","F",110,NA,160,"E",2014,"2014-05-01",1.3709,1.6428,9.5964
"869",1057,"2014-06-23","Nurse shark","F",110,NA,160,"E",2014,"2014-07-05",2.2189,3.8736,130.9127
"870",1058,"2014-06-23","Nurse shark","F",110,NA,160,"E",2014,"2014-08-03",2.3834,2.7431,23.8337
"871",1059,"2014-06-23","Nurse shark","F",110,NA,160,"E",2014,"2014-08-27",2.868,3.9655,43.0205
"872",1060,"2014-06-23","Nurse shark","F",110,NA,160,"E",2014,"2014-09-13",2.5214,4.4081,769.0157
"873",1061,"2014-06-23","Nurse shark","M",160,NA,228,"E",2014,"2014-05-01",1.3709,1.6428,9.5964
"874",1062,"2014-06-23","Nurse shark","M",160,NA,228,"E",2014,"2014-07-05",2.2189,3.8736,130.9127
"875",1063,"2014-06-23","Nurse shark","M",160,NA,228,"E",2014,"2014-08-03",2.3834,2.7431,23.8337
"876",1064,"2014-06-23","Nurse shark","M",160,NA,228,"E",2014,"2014-08-27",2.868,3.9655,43.0205
"877",1065,"2014-06-23","Nurse shark","M",160,NA,228,"E",2014,"2014-09-13",2.5214,4.4081,769.0157
"878",1066,"2014-06-24","Nurse shark","M",110,NA,157,"E",2014,"2014-05-01",1.3709,1.6428,9.5964
"879",1067,"2014-06-24","Nurse shark","M",110,NA,157,"E",2014,"2014-07-05",2.2189,3.8736,130.9127
"880",1068,"2014-06-24","Nurse shark","M",110,NA,157,"E",2014,"2014-08-03",2.3834,2.7431,23.8337
"881",1069,"2014-06-24","Nurse shark","M",110,NA,157,"E",2014,"2014-08-27",2.868,3.9655,43.0205
"882",1070,"2014-06-24","Nurse shark","M",110,NA,157,"E",2014,"2014-09-13",2.5214,4.4081,769.0157
"883",1071,"2014-06-25","Nurse shark","M",111,NA,162,"E",2014,"2014-05-01",1.3709,1.6428,9.5964
"884",1072,"2014-06-25","Nurse shark","M",111,NA,162,"E",2014,"2014-07-05",2.2189,3.8736,130.9127
"885",1073,"2014-06-25","Nurse shark","M",111,NA,162,"E",2014,"2014-08-03",2.3834,2.7431,23.8337
"886",1074,"2014-06-25","Nurse shark","M",111,NA,162,"E",2014,"2014-08-27",2.868,3.9655,43.0205
"887",1075,"2014-06-25","Nurse shark","M",111,NA,162,"E",2014,"2014-09-13",2.5214,4.4081,769.0157
"888",1076,"2014-06-25","Nurse shark","M",159,NA,227,"E",2014,"2014-05-01",1.3709,1.6428,9.5964
"889",1077,"2014-06-25","Nurse shark","M",159,NA,227,"E",2014,"2014-07-05",2.2189,3.8736,130.9127
"890",1078,"2014-06-25","Nurse shark","M",159,NA,227,"E",2014,"2014-08-03",2.3834,2.7431,23.8337
"891",1079,"2014-06-25","Nurse shark","M",159,NA,227,"E",2014,"2014-08-27",2.868,3.9655,43.0205
"892",1080,"2014-06-25","Nurse shark","M",159,NA,227,"E",2014,"2014-09-13",2.5214,4.4081,769.0157
"893",1081,"2014-06-25","Nurse shark","M",155,NA,204,"E",2014,"2014-05-01",1.3709,1.6428,9.5964
"894",1082,"2014-06-25","Nurse shark","M",155,NA,204,"E",2014,"2014-07-05",2.2189,3.8736,130.9127
"895",1083,"2014-06-25","Nurse shark","M",155,NA,204,"E",2014,"2014-08-03",2.3834,2.7431,23.8337
"896",1084,"2014-06-25","Nurse shark","M",155,NA,204,"E",2014,"2014-08-27",2.868,3.9655,43.0205
"897",1085,"2014-06-25","Nurse shark","M",155,NA,204,"E",2014,"2014-09-13",2.5214,4.4081,769.0157
"898",1086,"2014-06-25","Nurse shark","M",132,NA,202,"E",2014,"2014-05-01",1.3709,1.6428,9.5964
"899",1087,"2014-06-25","Nurse shark","M",132,NA,202,"E",2014,"2014-07-05",2.2189,3.8736,130.9127
"900",1088,"2014-06-25","Nurse shark","M",132,NA,202,"E",2014,"2014-08-03",2.3834,2.7431,23.8337
"901",1089,"2014-06-25","Nurse shark","M",132,NA,202,"E",2014,"2014-08-27",2.868,3.9655,43.0205
"902",1090,"2014-06-25","Nurse shark","M",132,NA,202,"E",2014,"2014-09-13",2.5214,4.4081,769.0157
"903",1091,"2014-06-25","Caribbean reef shark","F",167,178,218,"E",2014,"2014-05-01",1.3709,1.6428,9.5964
"904",1092,"2014-06-25","Caribbean reef shark","F",167,178,218,"E",2014,"2014-07-05",2.2189,3.8736,130.9127
"905",1093,"2014-06-25","Caribbean reef shark","F",167,178,218,"E",2014,"2014-08-03",2.3834,2.7431,23.8337
"906",1094,"2014-06-25","Caribbean reef shark","F",167,178,218,"E",2014,"2014-08-27",2.868,3.9655,43.0205
"907",1095,"2014-06-25","Caribbean reef shark","F",167,178,218,"E",2014,"2014-09-13",2.5214,4.4081,769.0157
"908",1096,"2014-06-26","Nurse shark","F",142,NA,200,"E",2014,"2014-05-01",1.3709,1.6428,9.5964
"909",1097,"2014-06-26","Nurse shark","F",142,NA,200,"E",2014,"2014-07-05",2.2189,3.8736,130.9127
"910",1098,"2014-06-26","Nurse shark","F",142,NA,200,"E",2014,"2014-08-03",2.3834,2.7431,23.8337
"911",1099,"2014-06-26","Nurse shark","F",142,NA,200,"E",2014,"2014-08-27",2.868,3.9655,43.0205
"912",1100,"2014-06-26","Nurse shark","F",142,NA,200,"E",2014,"2014-09-13",2.5214,4.4081,769.0157
"913",1101,"2014-06-26","Nurse shark","M",98,NA,139,"E",2014,"2014-05-01",1.3709,1.6428,9.5964
"914",1102,"2014-06-26","Nurse shark","M",98,NA,139,"E",2014,"2014-07-05",2.2189,3.8736,130.9127
"915",1103,"2014-06-26","Nurse shark","M",98,NA,139,"E",2014,"2014-08-03",2.3834,2.7431,23.8337
"916",1104,"2014-06-26","Nurse shark","M",98,NA,139,"E",2014,"2014-08-27",2.868,3.9655,43.0205
"917",1105,"2014-06-26","Nurse shark","M",98,NA,139,"E",2014,"2014-09-13",2.5214,4.4081,769.0157
"918",1106,"2014-06-27","Nurse shark","M",115,NA,166,"E",2014,"2014-05-01",1.3709,1.6428,9.5964
"919",1107,"2014-06-27","Nurse shark","M",115,NA,166,"E",2014,"2014-07-05",2.2189,3.8736,130.9127
"920",1108,"2014-06-27","Nurse shark","M",115,NA,166,"E",2014,"2014-08-03",2.3834,2.7431,23.8337
"921",1109,"2014-06-27","Nurse shark","M",115,NA,166,"E",2014,"2014-08-27",2.868,3.9655,43.0205
"922",1110,"2014-06-27","Nurse shark","M",115,NA,166,"E",2014,"2014-09-13",2.5214,4.4081,769.0157
"923",1111,"2014-07-26","Nurse shark","M",115,NA,163,"E",2014,"2014-05-01",1.3709,1.6428,9.5964
"924",1112,"2014-07-26","Nurse shark","M",115,NA,163,"E",2014,"2014-07-05",2.2189,3.8736,130.9127
"925",1113,"2014-07-26","Nurse shark","M",115,NA,163,"E",2014,"2014-08-03",2.3834,2.7431,23.8337
"926",1114,"2014-07-26","Nurse shark","M",115,NA,163,"E",2014,"2014-08-27",2.868,3.9655,43.0205
"927",1115,"2014-07-26","Nurse shark","M",115,NA,163,"E",2014,"2014-09-13",2.5214,4.4081,769.0157
"928",1116,"2014-07-27","Caribbean reef shark","M",78,82,100,"F",2014,"2014-05-01",1.3709,1.6428,9.5964
"929",1117,"2014-07-27","Caribbean reef shark","M",78,82,100,"F",2014,"2014-07-05",2.2189,3.8736,130.9127
"930",1118,"2014-07-27","Caribbean reef shark","M",78,82,100,"F",2014,"2014-08-03",2.3834,2.7431,23.8337
"931",1119,"2014-07-27","Caribbean reef shark","M",78,82,100,"F",2014,"2014-08-27",2.868,3.9655,43.0205
"932",1120,"2014-07-27","Caribbean reef shark","M",78,82,100,"F",2014,"2014-09-13",2.5214,4.4081,769.0157
"933",1121,"2014-07-27","Nurse shark","F",139,NA,205,"E",2014,"2014-05-01",1.3709,1.6428,9.5964
"934",1122,"2014-07-27","Nurse shark","F",139,NA,205,"E",2014,"2014-07-05",2.2189,3.8736,130.9127
"935",1123,"2014-07-27","Nurse shark","F",139,NA,205,"E",2014,"2014-08-03",2.3834,2.7431,23.8337
"936",1124,"2014-07-27","Nurse shark","F",139,NA,205,"E",2014,"2014-08-27",2.868,3.9655,43.0205
"937",1125,"2014-07-27","Nurse shark","F",139,NA,205,"E",2014,"2014-09-13",2.5214,4.4081,769.0157
"938",1126,"2014-07-27","Nurse shark","M",145,NA,209,"E",2014,"2014-05-01",1.3709,1.6428,9.5964
"939",1127,"2014-07-27","Nurse shark","M",145,NA,209,"E",2014,"2014-07-05",2.2189,3.8736,130.9127
"940",1128,"2014-07-27","Nurse shark","M",145,NA,209,"E",2014,"2014-08-03",2.3834,2.7431,23.8337
"941",1129,"2014-07-27","Nurse shark","M",145,NA,209,"E",2014,"2014-08-27",2.868,3.9655,43.0205
"942",1130,"2014-07-27","Nurse shark","M",145,NA,209,"E",2014,"2014-09-13",2.5214,4.4081,769.0157
"943",1131,"2014-07-28","Nurse shark","M",155,NA,210,"E",2014,"2014-05-01",1.3709,1.6428,9.5964
"944",1132,"2014-07-28","Nurse shark","M",155,NA,210,"E",2014,"2014-07-05",2.2189,3.8736,130.9127
"945",1133,"2014-07-28","Nurse shark","M",155,NA,210,"E",2014,"2014-08-03",2.3834,2.7431,23.8337
"946",1134,"2014-07-28","Nurse shark","M",155,NA,210,"E",2014,"2014-08-27",2.868,3.9655,43.0205
"947",1135,"2014-07-28","Nurse shark","M",155,NA,210,"E",2014,"2014-09-13",2.5214,4.4081,769.0157
"948",1136,"2014-07-29","Caribbean reef shark","F",92,99,123,"E",2014,"2014-05-01",1.3709,1.6428,9.5964
"949",1137,"2014-07-29","Caribbean reef shark","F",92,99,123,"E",2014,"2014-07-05",2.2189,3.8736,130.9127
"950",1138,"2014-07-29","Caribbean reef shark","F",92,99,123,"E",2014,"2014-08-03",2.3834,2.7431,23.8337
"951",1139,"2014-07-29","Caribbean reef shark","F",92,99,123,"E",2014,"2014-08-27",2.868,3.9655,43.0205
"952",1140,"2014-07-29","Caribbean reef shark","F",92,99,123,"E",2014,"2014-09-13",2.5214,4.4081,769.0157
"953",1141,"2014-07-29","Caribbean reef shark","M",75,83,105,"E",2014,"2014-05-01",1.3709,1.6428,9.5964
"954",1142,"2014-07-29","Caribbean reef shark","M",75,83,105,"E",2014,"2014-07-05",2.2189,3.8736,130.9127
"955",1143,"2014-07-29","Caribbean reef shark","M",75,83,105,"E",2014,"2014-08-03",2.3834,2.7431,23.8337
"956",1144,"2014-07-29","Caribbean reef shark","M",75,83,105,"E",2014,"2014-08-27",2.868,3.9655,43.0205
"957",1145,"2014-07-29","Caribbean reef shark","M",75,83,105,"E",2014,"2014-09-13",2.5214,4.4081,769.0157
"958",1146,"2014-07-29","Caribbean reef shark","F",70,77,95,"E",2014,"2014-05-01",1.3709,1.6428,9.5964
"959",1147,"2014-07-29","Caribbean reef shark","F",70,77,95,"E",2014,"2014-07-05",2.2189,3.8736,130.9127
"960",1148,"2014-07-29","Caribbean reef shark","F",70,77,95,"E",2014,"2014-08-03",2.3834,2.7431,23.8337
"961",1149,"2014-07-29","Caribbean reef shark","F",70,77,95,"E",2014,"2014-08-27",2.868,3.9655,43.0205
"962",1150,"2014-07-29","Caribbean reef shark","F",70,77,95,"E",2014,"2014-09-13",2.5214,4.4081,769.0157
"963",1151,"2014-07-29","Nurse shark","M",143,NA,208,"E",2014,"2014-05-01",1.3709,1.6428,9.5964
"964",1152,"2014-07-29","Nurse shark","M",143,NA,208,"E",2014,"2014-07-05",2.2189,3.8736,130.9127
"965",1153,"2014-07-29","Nurse shark","M",143,NA,208,"E",2014,"2014-08-03",2.3834,2.7431,23.8337
"966",1154,"2014-07-29","Nurse shark","M",143,NA,208,"E",2014,"2014-08-27",2.868,3.9655,43.0205
"967",1155,"2014-07-29","Nurse shark","M",143,NA,208,"E",2014,"2014-09-13",2.5214,4.4081,769.0157
"968",1156,"2014-07-29","Nurse shark","M",111,NA,162,"E",2014,"2014-05-01",1.3709,1.6428,9.5964
"969",1157,"2014-07-29","Nurse shark","M",111,NA,162,"E",2014,"2014-07-05",2.2189,3.8736,130.9127
"970",1158,"2014-07-29","Nurse shark","M",111,NA,162,"E",2014,"2014-08-03",2.3834,2.7431,23.8337
"971",1159,"2014-07-29","Nurse shark","M",111,NA,162,"E",2014,"2014-08-27",2.868,3.9655,43.0205
"972",1160,"2014-07-29","Nurse shark","M",111,NA,162,"E",2014,"2014-09-13",2.5214,4.4081,769.0157
"973",1161,"2014-07-25","Nurse shark","M",120,NA,215,"E",2014,"2014-05-01",1.3709,1.6428,9.5964
"974",1162,"2014-07-25","Nurse shark","M",120,NA,215,"E",2014,"2014-07-05",2.2189,3.8736,130.9127
"975",1163,"2014-07-25","Nurse shark","M",120,NA,215,"E",2014,"2014-08-03",2.3834,2.7431,23.8337
"976",1164,"2014-07-25","Nurse shark","M",120,NA,215,"E",2014,"2014-08-27",2.868,3.9655,43.0205
"977",1165,"2014-07-25","Nurse shark","M",120,NA,215,"E",2014,"2014-09-13",2.5214,4.4081,769.0157
"978",1166,"2014-07-26","Nurse shark","M",160,NA,225,"E",2014,"2014-05-01",1.3709,1.6428,9.5964
"979",1167,"2014-07-26","Nurse shark","M",160,NA,225,"E",2014,"2014-07-05",2.2189,3.8736,130.9127
"980",1168,"2014-07-26","Nurse shark","M",160,NA,225,"E",2014,"2014-08-03",2.3834,2.7431,23.8337
"981",1169,"2014-07-26","Nurse shark","M",160,NA,225,"E",2014,"2014-08-27",2.868,3.9655,43.0205
"982",1170,"2014-07-26","Nurse shark","M",160,NA,225,"E",2014,"2014-09-13",2.5214,4.4081,769.0157
"983",1171,"2014-07-28","Nurse shark","M",150,NA,220,"E",2014,"2014-05-01",1.3709,1.6428,9.5964
"984",1172,"2014-07-28","Nurse shark","M",150,NA,220,"E",2014,"2014-07-05",2.2189,3.8736,130.9127
"985",1173,"2014-07-28","Nurse shark","M",150,NA,220,"E",2014,"2014-08-03",2.3834,2.7431,23.8337
"986",1174,"2014-07-28","Nurse shark","M",150,NA,220,"E",2014,"2014-08-27",2.868,3.9655,43.0205
"987",1175,"2014-07-28","Nurse shark","M",150,NA,220,"E",2014,"2014-09-13",2.5214,4.4081,769.0157
